Date,return
2017-02-28,0.21595868139061847
2017-03-31,-0.09168024129983776
2017-04-30,0.2576064019287243
2017-05-31,0.6962881891411046
2017-06-30,0.08503732193929925
2017-07-31,0.15901871383230914
2017-08-31,0.6357682892979797
2017-09-30,-0.07753559989298775
2017-10-31,0.49085787263504255
2017-11-30,0.5820913616777115
2017-12-31,0.3833256069209823
2018-01-31,-0.2779873889308847
2018-02-28,0.01729762824029568
2018-03-31,-0.3293328919130871
2018-04-30,0.3250893147910252
2018-05-31,-0.18899090635565918
2018-06-30,-0.14546906905498158
2018-07-31,0.2149344068404513
2018-08-31,-0.09547787385747553
2018-09-30,-0.058545695389234265
2018-10-31,-0.046479119136965674
2018-11-30,-0.3641157587086258
2018-12-31,-0.0683469654808112
2019-01-31,-0.07612356891843053
2019-02-28,0.11481101020191953
2019-03-31,0.06501500614248945
2019-04-30,0.3033373026312973
2019-05-31,0.6024930171574245
2019-06-30,0.26154910600902714
2019-07-31,-0.067626591766352
2019-08-31,-0.045110118116522324
2019-09-30,-0.13880620170759905
2019-10-31,0.10920318227380199
2019-11-30,-0.1771770232076748
2019-12-31,-0.0496762414464359
2020-01-31,0.29984019674608997
2020-02-29,-0.08031850219040493
2020-03-31,-0.25127763815543147
2020-04-30,0.34477896223547644
2020-05-31,0.09268347920493625
2020-06-30,-0.034146858566219795
2020-07-31,0.23916341296986676
2020-08-31,0.03155866679660524
2020-09-30,-0.07673511599209437
2020-10-31,0.27785306210931693
2020-11-30,0.4241232777902142
2020-12-31,0.477731740726012
2021-01-31,0.14180671257315614
2021-02-28,0.36308750593940786
2021-03-31,0.30531110958991947
2021-04-30,-0.019835020649767054
2021-05-31,-0.3535455959448175
2021-06-30,-0.06139416614323989
2021-07-31,0.18793385485283132
2021-08-31,0.1331010952575873
2021-09-30,-0.07157155076344934
2021-10-31,0.4002672858735883
2021-11-30,-0.07034580264960633
2021-12-31,-0.18768354629620299
2022-01-31,-0.16894668246945244
2022-02-28,0.1223941500332939
2022-03-31,0.05430112933630005
2022-04-30,-0.17180562778839858
2022-05-31,-0.15703524015723236
2022-06-30,-0.37768830820493093
2022-07-31,0.17954101668545608
2022-08-31,-0.14085561097213029
2022-09-30,-0.030822039575552185
2022-10-31,0.05475483351418764
2022-11-30,-0.16233625149087516
2022-12-31,-0.03617484988577191
2023-01-31,0.398355562196792
2023-02-28,0.00034877106732977836
2023-03-31,0.23031275933019146
2023-04-30,0.027751556410733347
2023-05-31,-0.070011342199917
2023-06-30,0.11967798146804087
2023-07-31,-0.04092037651288716
2023-08-31,-0.11285070504336647
2023-09-30,0.039968549920561314
2023-10-31,0.28551947543569023
2023-11-30,0.08783270039094293
2023-12-31,0.12071360157473277
2024-01-31,0.007510151676246579
2024-02-29,0.43716858418659976
2024-03-31,0.16561329171152273
2024-04-30,-0.14995437921729393
2024-05-31,0.11304277803921714
2024-06-30,-0.07131456883230869
2024-07-31,0.030966973402063003
2024-08-31,-0.08742521094720224
2024-09-30,0.07392927032290175
2024-10-31,0.10872796248193972
2024-11-30,0.3736209803256596
2024-12-31,-0.03131032825862812
2025-01-31,0.09607082167329573
2025-02-28,-0.17608526437187266
2025-03-31,-0.021619399346929025
2025-04-30,0.14123018539860022
2025-05-31,0.11072156686350643
2025-06-30,0.023865516830480216
2025-07-31,0.08048574368152783
2025-08-31,-0.06497588926270748
2025-09-30,0.053765260876786236
2025-10-31,-0.039453588451788923
2025-11-30,-0.1749043673304268
2025-12-31,-0.02172901848775055
