Date,return
2017-02-28,0.04692443298833027
2017-03-31,-0.00045055340646926734
2017-04-30,0.0061813764771807556
2017-05-31,0.014880045485384352
2017-06-30,0.005649015838173899
2017-07-31,0.010218756180042199
2017-08-31,0.004659086797786927
2017-09-30,0.026516877900862434
2017-10-31,0.029167538582046015
2017-11-30,0.03602485456488447
2017-12-31,0.012480828608572692
2018-01-31,0.04571758324960862
2018-02-28,-0.029069076974539754
2018-03-31,-0.012968756928054215
2018-04-30,-0.013057572719894606
2018-05-31,0.026950979603286962
2018-06-30,-3.178953372395821e-05
2018-07-31,0.03714847376347774
2018-08-31,0.03731944253279584
2018-09-30,0.010676323419257283
2018-10-31,-0.0756891843530837
2018-11-30,0.009218541343681386
2018-12-31,-0.08471127576023119
2019-01-31,0.08246501320822652
2019-02-28,0.04356701832027143
2019-03-31,0.025326681969829012
2019-04-30,0.03794420956346567
2019-05-31,-0.06582518436069185
2019-06-30,0.07073005548003364
2019-07-31,0.01377486980954079
2019-08-31,-0.017793720222519238
2019-09-30,0.01851563113711774
2019-10-31,0.022077775745855455
2019-11-30,0.04457889482421806
2019-12-31,0.028359379017173447
2020-01-31,-0.006831803209968013
2020-02-29,-0.08334144917852238
2020-03-31,-0.11390002532766375
2020-04-30,0.12277874816718337
2020-05-31,0.05616021609947608
2020-06-30,0.0018742479294200365
2020-07-31,0.04952030224713089
2020-08-31,0.06864033070079079
2020-09-30,-0.0315103982178907
2020-10-31,-0.025930141944572882
2020-11-30,0.1129143992524404
2020-12-31,0.037058566108176594
2021-01-31,-0.028310849658169657
2021-02-28,0.03196968782883558
2021-03-31,0.04979672504054
2021-04-30,0.04803728637597926
2021-05-31,0.010107238478251457
2021-06-30,0.033647200918430764
2021-07-31,0.0337924603742088
2021-08-31,0.028319830727503215
2021-09-30,-0.06454844031361884
2021-10-31,0.07712749550138276
2021-11-30,-0.006061061542326662
2021-12-31,0.035041154138817365
2022-01-31,-0.069524418876168
2022-02-28,-0.041051487926978214
2022-03-31,0.03958392516619047
2022-04-30,-0.082819493106148
2022-05-31,-0.0017006593159721861
2022-06-30,-0.09049332586937864
2022-07-31,0.09209686003383255
2022-08-31,-0.05138498442655304
2022-09-30,-0.09757246289878074
2022-10-31,0.08293270029684474
2022-11-30,0.07711424305913739
2022-12-31,-0.056229096072637486
2023-01-31,0.07151626641333841
2023-02-28,-0.02751606061597245
2023-03-31,0.0480055067355607
2023-04-30,0.017087137167319577
2023-05-31,0.007211331631964857
2023-06-30,0.06429108448217247
2023-07-31,0.037813855925154405
2023-08-31,-0.00435767560529543
2023-09-30,-0.050680492766344454
2023-10-31,-0.014796308680524062
2023-11-30,0.08649120251540232
2023-12-31,0.046889898604552505
2024-01-31,0.022835728769842856
2024-02-29,0.06498337525593967
2024-03-31,0.027729600445211222
2024-04-30,-0.04496501717760548
2024-05-31,0.05593791007443616
2024-06-30,0.03239787648354797
2024-07-31,0.005973401040613613
2024-08-31,0.03492840165192579
2024-09-30,0.011617079740531722
2024-10-31,-0.01606233413833058
2024-11-30,0.05027762648475087
2024-12-31,-0.03603963995054793
2025-01-31,0.029649583999002305
2025-02-28,-0.009762259089513892
2025-03-31,-0.05668943903687129
2025-04-30,-0.008894677143355123
2025-05-31,0.04540357102240411
2025-06-30,0.03478345023781815
2025-07-31,0.00711078687874922
2025-08-31,0.026232887505802882
2025-09-30,0.031900852795961
2025-10-31,0.00925449040290105
2025-11-30,0.00906773929192739
2025-12-31,0.013298377109532744
