Date,return
2017-02-28,0.04542495259627777
2017-03-31,0.0012298152241858595
2017-04-30,0.014039952797511468
2017-05-31,0.020045793675593115
2017-06-30,-0.003545150398491459
2017-07-31,0.020232809023878806
2017-08-31,0.007612501035362262
2017-09-30,0.005166312239145432
2017-10-31,0.01946750891392046
2017-11-30,0.030787341228108556
2017-12-31,0.002389537358597593
2018-01-31,0.03486152153881661
2018-02-28,-0.04247507837108444
2018-03-31,-0.002624052770140217
2018-04-30,0.0021184787111767633
2018-05-31,0.009992127194797806
2018-06-30,0.01695754170385344
2018-07-31,0.03291910314951685
2018-08-31,0.030595880388555763
2018-09-30,0.012437070277022011
2018-10-31,-0.04049802564513261
2018-11-30,0.032340843683934084
2018-12-31,-0.06688093307577192
2019-01-31,0.0564882144669312
2019-02-28,0.03829487092025263
2019-03-31,0.027137323198987318
2019-04-30,0.021768909958593596
2019-05-31,-0.01614530415171933
2019-06-30,0.04983552427775373
2019-07-31,0.016685411524675287
2019-08-31,0.015933614242939154
2019-09-30,0.009837192431872088
2019-10-31,-0.002339871220549128
2019-11-30,0.013916829025446331
2019-12-31,0.017732855389349655
2020-01-31,0.023475364410015853
2020-02-29,-0.08742912625014787
2020-03-31,-0.1130107775579956
2020-04-30,0.09368643004229571
2020-05-31,0.0431692564947419
2020-06-30,-0.01111023699613356
2020-07-31,0.0456869475262478
2020-08-31,0.027287014981032254
2020-09-30,-0.016651306688606593
2020-10-31,-0.03248093207269054
2020-11-30,0.08092777385419225
2020-12-31,0.02307827517181016
2021-01-31,-0.027253953496343186
2021-02-28,-0.0037859928081867
2021-03-31,0.05608356871757758
2021-04-30,0.03988996070888251
2021-05-31,0.008756147212408694
2021-06-30,0.01716244947777068
2021-07-31,0.035457318970025575
2021-08-31,0.018761227619057852
2021-09-30,-0.04987002658129369
2021-10-31,0.055102025294595736
2021-11-30,-0.020502946135084632
2021-12-31,0.0684284051323143
2022-01-31,-0.05982694910172359
2022-02-28,-0.030633465257227876
2022-03-31,0.05581071892123912
2022-04-30,-0.053371091384315505
2022-05-31,0.00040856559891011557
2022-06-30,-0.04131830313324314
2022-07-31,0.05127460372343329
2022-08-31,-0.03156744537296652
2022-09-30,-0.07074619189151665
2022-10-31,0.07700464572109977
2022-11-30,0.057170919645538554
2022-12-31,-0.03752229029362797
2023-01-31,0.015256439779321562
2023-02-28,-0.03497264520995946
2023-03-31,0.0344635142328229
2023-04-30,0.014847295725127774
2023-05-31,-0.03224045308238643
2023-06-30,0.044510979546485974
2023-07-31,0.013857100859269167
2023-08-31,-0.006369619350656386
2023-09-30,-0.028317356589706022
2023-10-31,-0.008703977086538028
2023-11-30,0.06411147515977578
2023-12-31,0.027670698951475448
2024-01-31,0.02165829119749052
2024-02-29,0.020948319639656265
2024-03-31,0.03137567728030288
2024-04-30,-0.03744923715686055
2024-05-31,0.02921081575323936
2024-06-30,0.01768759402969633
2024-07-31,0.036684326461578154
2024-08-31,0.049172759107195985
2024-09-30,0.0043704810184406195
2024-10-31,-0.014456251497793948
2024-11-30,0.05067237268880831
2024-12-31,-0.05660049661415967
2025-01-31,0.035589461096221076
2025-02-28,0.028493875001744273
2025-03-31,-0.006158704560373707
2025-04-30,-0.011958114207697879
2025-05-31,0.010481949786192324
2025-06-30,0.007369840438355091
2025-07-31,-0.013422864065901097
2025-08-31,0.017816616083718317
2025-09-30,0.01324419378087116
2025-10-31,-0.020601252926946034
2025-11-30,0.023073632918290565
2025-12-31,0.0001401649815264694
